Issue key,Issue id,Custom field (Exposure),Summary,Reporter,Created,Custom field (Customer Name),Custom field (State Reason),Component/s,Component/s,Custom field (Closed Reason),Status,Custom field (Found in build),Custom field (Fix in Build),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Priority,Assignee,Custom field (Root Cause),Resolution
WIFI-9906,449318,2-High,[Lenovo JP]W10: Proset error message〝英特尔@ PROset无线软件〞will pop up after Push button Reset from upgrade WLAN from 20.30.1.2/20.40.0.4 to 20.50.1.1,flee5,07/Jun/18 1:14 PM,Lenovo - ThinkPad JP,Fixed,ProSet->Installer,,,Closed,STHWFW2618/ STHWFW2933/STHWFW3080,,Windstorm Peak 2 (8265),,,,,,,,NoNPI,,,,,,,,,P2-High,flee5,,Fixed
WIFI-9870,449348,2-High,[Lenovo JP]LPM-1_W10: The system show No Network Wi-Fi profiles found when connect share internet by Mobile hotspot with LAN after 3min,flee5,06/Jun/18 3:26 PM,Lenovo - ThinkPad JP,Fixed,WinDriver->Connectivity,,,Closed,SIT,STHWFW3223_20.70.0.3 ,Jefferson Peak 2 Pulsar (9560),,,,,,,,NoNPI,,,,,,,,,P2-High,mchechik,"When we start a soft AP -> starting low latency mode 
OS send BG scans (non-forced scans) that are not triggered by the driver 
The fix consist to respect non-forced OS scans in low latency mode 
and to apply fast-balanced scan in this case",Fixed
WIFI-9847,449366,1-Critical,[Lenovo-Thinkpad][Compal][Storm2][KBL] Customer(IBM Korea) complain storm2 system Intel AC8265 WLAN cannot connect to the Cisco Aironet3702,flee5,05/Jun/18 5:15 PM,Lenovo - ThinkPad China,Fixed,WinDriver->Connectivity,,,Closed,V20.40.0.4,WFGDRV09394_V20.70.2.1,Windstorm Peak 2 (8265),,,,,,,,WiFi_WIN:99.0.40.1,WiFi_WIN:99.0.40.2,WiFi_WIN:99.0.40.3,,,,,,,P2-High,mchechik,"For some specific AP we get Assoc response timeout after 500mSec.
A new requirement came that session protection should be enlarged from 300mSec to 900mSec.
But if we are in DCM with GO, we will advertise long NOA that cant be canceled and this is a problem.
The solution is to put a 2nd event : BSS_STA_ASSOCIATION (priority 5) upon each association. This event is fragmented and for a duration of 900ms with MAX Delay of 300ms. This event will be canceled upon receiving ASSOC or REASSOC response from AP. Assoc timeout is enlarged to 1000mSec.
",Fixed
WIFI-9315,449789,1-Critical,"[Lenovo-IdeaPad][Inhouse][KBL-R][Yoga930] Put system enter to Modern standby, roams AP, let system out of Moden standby, 9260 can not connect AP",caizhiqi,15/May/18 4:41 PM,Lenovo - IdeaPad,Fixed,FW->PHY,,,Closed,20.50.3.3,WFGDRV07097_V20.60.2.1,Thunder Peak 2 (9260),,,,,,,,NoNPI,,,,,,,,,P2-High,caizhiqi,unsupported flow of D3 during mpapd calibration,Fixed
WIFI-9197,449877,2-High,[Lenovo-IdeaPad][Legion Y730-15ICH_17ICH][Compal][Win10 RS4][9560_BSoD_0xd1][Netwtw06!dpPeerDbIncTotalNblsCount] Stress_Wifi Stress(WB) unit show BSOD 0xd1,caizhiqi,08/May/18 2:59 PM,Lenovo - IdeaPad,Fixed,WinDriver->Performance,,,Closed,20.40.0.100,STHWFW3132_20.60.0.7,Jefferson Peak 2 Pulsar (9560),,,,,,,,,,,,,,,,,P2-High,mchechik,"Peer removal while internal TX
Peer can be removed after classification is done, prior to addition into the TID Q. This flow is not guarded correctly and therefore, can happen especially for internal data TX, which is mostly used by AMT. In case of external packet, IRQL is raised in order to protect peer removal on same core, though, can still happen on parallel core.

The fix is to minimize the time between the classification and the addition in to the TID Q. Once packet is inserted into the TID Q, peer removal is protected. There is no logical change besides pushing the classification to the edge of the insert into the TID Q.

master: 26a473c917cb09df44e928aaace535a4bd7c5863
fix exists in CC36",Fixed
WIFI-9159,449904,1-Critical,"[Lenovo ThankPad][L580-Win10][BSOD 0x7E][Netwtw06!osal::CCmdTask::completeTask] BSOD occurred after repeat turn on/off airplane mode with 20.50.1.1 DCH driver (F/R:2/20cycles,1/1untis)",flee5,04/May/18 4:57 PM,Lenovo - ThinkPad China,Fixed,WinDriver->System flows,,,Closed,sthwfw2933_20.50.1.1g DCH,STHWFW3035_20.60.0.6,Windstorm Peak 2 (8265),,,,,,,,BSOD-0x7E,,,,,,,,,P2-High,mchechik,"double completion of radio OID
Sherlock: Delivered to CoreCycle37_stab commit-id 9ad85bd6a4177c09bda3cd6d1bbb3dc11249e77c By dberdah
Sherlock: Delivered to CoreCycle36_stab commit-id 5f00232ed621998c11044733adae3557ebd0782a By dberdah",Fixed
WIFI-8954,450054,2-High,[Lenovo-ThinkPad][LCFC-TW][Chiron-1][win10/THP2/JFP2/CFL]System restart takes too long,flee5,23/Apr/18 11:31 AM,Lenovo - ThinkPad JP,Fixed,3rd Party->OS,,,Closed,sthwfw2933_20.50.1.1g,CRWFW2465_99.0.38.3DDD,Thunder Peak 2 (9260),,,,,,,,NoNPI,,,,,,,,,P2-High,mchechik,same as WIFI-9521 root cause,Fixed
WIFI-8830,450131,1-Critical,[Lenovo-IdeaPad]BIOS SAR can not be read by ANT with 20.50.2.1 driver,caizhiqi,12/Apr/18 4:23 PM,Lenovo - IdeaPad,Fixed,WinDriver->System flows,,,Closed,20.50.2.1,STHWFW2971_20.60.0.2 ,Thunder Peak 2 (9260),,,,,,,,NoNPI,,,,,,,,,P2-High,mchechik,incorrect reading of BIOS data,Fixed
WIFI-8729,450203,2-High,[Lenovo-Thinkpad][Compal][Storm2][KBL] System - Sleep with IO Before and After (Reliability SysFund) RS4 HLK fail on Intel WLAN,flee5,02/Apr/18 9:39 PM,Lenovo - ThinkPad China,Fixed,WinDriver->Connectivity,,,Closed,20.30.0.7,,Windstorm Peak 2 (8265),,,,,,,,NoNPI,,,,,,,,,P2-High,flee5,,Fixed
WIFI-8727,450205,1-Critical,"[Lenovo-IdeaPad][Yoga520-14IKB][Compal][Win10 RS4]Intel 8260/8265 card ""Cannot enable 5G mobile hotspot"" issue with 20.50, while 20.30&20.40 are OK",caizhiqi,02/Apr/18 8:06 PM,Lenovo - IdeaPad,Fixed,WinDriver->System flows,,,Closed,20.50.0.4,STHWFW2937_20.50.2.1,Windstorm Peak 2 (8265),,,,,,,,NoNPI,WiFi_WIN:99.0.37.4,,,,,,,,P2-High,mchechik,incorrect reading of BIOS data,Fixed
WIFI-8723,450208,2-High,[Lenovo-ThinkPad][LCFC-TW][Walter-3][win10/9560/CFL][BSOD 0x7E Netwtw06!_hPolicyScanAtResumeSetToDefaultState] BSOD 0x7E during 3DMark test,flee5,02/Apr/18 2:42 PM,Lenovo - ThinkPad JP,Fixed,WinDriver->Connectivity,,,Closed,sthwfw2750_20.40.0.4g,,Jefferson Peak 2 Pulsar (9560),,,,,,,,NoNPI,WiFi_WIN:99.0.37.5,,,,,,,,P2-High,flee5,,Fixed
WIFI-8550,450326,2-High,[Lenovo-Thinkpad][Compal][Storm3][KBL-R] Network Properties window will flash disappear after select Intel CCKM enterprise,flee5,22/Mar/18 4:43 PM,Lenovo - ThinkPad China,Fixed,ProSet,,,Closed,20.30.0,,Windstorm Peak 2 (8265),,,,,,,,NoNPI,,,,,,,,,P2-High,flee5,,Fixed
WIFI-8428,450417,1-Critical,[Lenovo-Ideapad][330-14IGM-SIT][Gemini Lake][LCFC]Intel 3165 WLAN device lost within hotspot test and recovery after 20 seconds.,caizhiqi,15/Mar/18 1:35 PM,Lenovo - IdeaPad,Fixed,WinDriver->System flows,,,Closed,20.20.0.100_sthwfw2328,STHWFW2971_20.60.0.2,Stone Peak 1 (3165),,,,,,,,NoNPI,WiFi_WIN:99.0.37.2,,,,,,,,P2-High,mchechik,We were sending channel message before configuring FW that this channel is valid,Fixed
WIFI-8204,450553,1-Critical,"[Lenovo_IdeaPad][Huaqin][Miix330][Ideapad D330_SIV_Connectivity][RS4] The 5GHz Hotspot of Intel 8265 UUT cannot be connected by Liteon NFA425 UUT/Huawei Mate7 Phone. [F/R: SKU9, 100%]",caizhiqi,05/Mar/18 3:30 PM,Lenovo - IdeaPad,Fixed,WinDriver->WiFi Extensions,,,Closed,20.30.0.100,STHWFW2807_20.50.0.2,Windstorm Peak 2 (8265),,,,,,,,NoNPI,,,,,,,,,P2-High,mchechik,Upon set of 11b supported client from OS the driver push the CCK rates also to 5G band.,Fixed
WIFI-8050,450657,2-High,[Lenovo ThinkPad][BSOD 0x50][Netwtw06!DeviceControlLayer::FwStorageAccessor::mapFile] W10: BSOD (0x50) with WLAN driver,flee5,26/Feb/18 3:27 PM,Lenovo - ThinkPad JP,Fixed,WinDriver->System flows,,,Closed,still under confirmation if 20.10.2.2 or 20.30.0.7,,Windstorm Peak 2 (8265),,,,,,,,,,,,,,,,,P2-High,flee5,,Fixed
WIFI-7678,450930,3-Medium,[Lenovo-Ideapad][Y530-15ICH_FVT][Coffee Lake][LCFC]WIFI connection will disconnect suddenly on Intel 9560 unit.,caizhiqi,04/Feb/18 8:36 PM,Lenovo - IdeaPad,Fixed,Product,,,Closed,STHWFW2524_20.30.0.7G,,Jefferson Peak 2 Pulsar (9560),,,,,,,,BT_WW9,NoNPI,,,,,,,,P3-Medium,caizhiqi,,Fixed
WIFI-7335,451132,2-High,[Lenovo-ThinkPad][LCFC-TW][SoloLando][win10/8265/KBL-R] BSOD 0x50 occurs during S4,flee5,18/Jan/18 4:52 PM,Lenovo - ThinkPad China,Fixed,WinDriver->System flows,,,Closed,sthwfw1943_20.10.0.6g,,Windstorm Peak 2 (8265),,,,,,,,,,,,,,,,,P2-High,flee5,,Fixed
WIFI-7302,451159,1-Critical,[Lenovo-ThinkPad][LCFC-TW][SoloLando][win10/8265/KBL-R] Ant association failed,flee5,16/Jan/18 8:55 PM,Lenovo - ThinkPad China,Fixed,WinDriver->Connectivity,,,Closed,sthwfw2044_20.10.2.2g,,Windstorm Peak 2 (8265),,,,,,,,NoNPI,,,,,,,,,P2-High,sys_cnvjira,,Fixed
WIFI-5250,453088,2-High,[Lenovo IdeaPad][GLK][3Nod][Yoga330]There is black screen and BSOD during run warmboot test with 9560 QS sample,caizhiqi,11/Jan/18 6:41 PM,Lenovo - IdeaPad,Fixed,HW,,,Closed,20.10.0.100,,Jefferson Peak 2 Pulsar (9560),,,,,,,,HW,NoNPI,,,,,,,,P2-High,caizhiqi,,Fixed
WIFI-4943,453288,1-Critical,[Lenovo-ThinkPad][LCFC-HF][Larue3WV4][Win7 SKL ][BSOD 0x9F][X64_0x9F_4_Netwsw04_IMAGE_pci.sys] (DRIVER_POWER_STATE_FAILURE) happens during reboot after uninstallation,flee5,15/Dec/17 3:59 PM,Lenovo - ThinkPad China,Fixed,WinDriver->System flows,,,Closed,sthwfw2044_20.10.2.2g,STHWFW2716_20.40.0.4,Snowfield Peak (8260),,,,,,,,,,,,,,,,,P2-High,mchechik," It seems that the OS/Proset is changing the dat file (maybe the inbox driver dat file), after uninstalling the driver, which cause us to get YB (unmatch sys and dat files). 

 in the flow of the YB, seems that the driver allocates spinlock and WorkItem for job scheduler but in win7/B it seems that the driver forget to free it. 
 The unfree of WorkItem and spinlock causing the OS to wait for free (and not call unload driver) and eventually causing 0x9F BSOD.  ",Fixed
WIFI-4780,453404,1-Critical,"[Lenovo-DT][Win7-64bit][8265][M910s]Install fails when running ""setup.exe –s –hardwareidcheck"" on Win7 OS with 20.20 release driver",caizhiqi,04/Dec/17 4:37 PM,Lenovo - Desktop,Fixed,ProSet->Installer,,,Closed,20.20.0.4,STHWFW2750_20.40.0.4,Windstorm Peak 2 (8265),,,,,,,,NoNPI,ProSet,,,,,,,,P2-High,mchechik,depending dll are missed ,Fixed
WIFI-4755,453424,3-Medium,"[Lenovo-ThinkPad][LCFC-TW][Solo Lando][win10/RS3_8265/KBL-R]System take more than 1 min to reconnect if enable ""wireless auto disconnection"" in BIOS setup",flee5,01/Dec/17 12:11 AM,Lenovo - ThinkPad China,Fixed,WinDriver->Connectivity,,,Closed,sthwfw2044_20.10.2.2g,STHWFW2448_20.30.0.4,Windstorm Peak 2 (8265),,,,,,,,Connectivity,NoNPI,,,,,,,,P3-Medium,mchechik,"Radio off must not disable OS scan. OS scan is deferred untill radio is on and scan is configured or untill a WD is triggered, then the scan is rejected.",Fixed
WIFI-4731,453439,1-Critical,[Lenovo-Tablet][Yeti2][8265_1216][RS3][KBL-Y]2.4G/5G 11n Tx Power measurement fail by using CWM270,caizhiqi,29/Nov/17 10:40 PM,Lenovo - IdeaPad,Fixed,WinDriver->Performance,,,Closed,20.10.2.2,STHWFW2354_20.30.0.1,Windstorm Peak 2 (8265),,,,,,,,NoNPI,WiFi_WIN:99.0.34.3,,,,,,,,P2-High,mchechik,"The issue: RTS frame was send on unsupported rate so AP didn't respond to it
The fix: Remove RTS request ",Fixed
WIFI-4663,453491,2-High,[Lenovo-ThinkPad L470][LCFC][Never Crash][Skylake/KBL][Win10] BSOD:AV_CODE_AV_NULL_IP_Netwtw04!prvVmacCallModificationDoneCallerCb with 19.50.1.5/19.70.0.100 wlan driver,frankfcy,24/Nov/17 10:49 AM,Lenovo - ThinkPad China,Fixed,WinDriver->System flows,,,Closed,"sthwfw1114_19.50.1.5g,19.70.0.100_PV_STHWFW1402_WW23",,Snowfield Peak (8260),Windstorm Peak 2 (8265),,,,,,,BSOD-0xD1,,,,,,,,,P2-High,frankfcy,,Fixed
WIFI-4626,453515,2-High,[Lenovo Thinkpad-Leia-DRTU] -40MHz test mode with manual power setting,frankfcy,20/Nov/17 2:49 PM,Lenovo - ThinkPad China,Fixed,WinNonProduct->xVT,,,Closed,SIT,OEM_DRTU_06430_10_1748_0,Thunder Peak 2 (9260),,,,,,,,NoNPI,,,,,,,,,P2-High,mchechik,Avi please update,Fixed
WIFI-4420,453667,1-Critical,[Lenovo-Tablet][Yeti2][8265_1216][KBL-Y] Remove ITE8353 from Psensor initialization,caizhiqi,09/Nov/17 2:20 PM,Lenovo - IdeaPad,Fixed,ProSet->UI,,,Closed,STHWFW1966_20.10.0.100,STHWFW2295_20.20.0.4,Windstorm Peak 2 (8265),,,,,,,,NoNPI,,,,,,,,,P2-High,caizhiqi,Remove ITE8353 Check from Psensor initialization,Fixed
WIFI-4360,453713,2-High,[Lenovo][ThinkPad][Graf Evo][W10RS3] WLAN network connection was disconnected suddenly during Modern Standby,flee5,06/Nov/17 3:09 PM,Lenovo - ThinkPad JP,Fixed,WinDriver->Connectivity,,,Closed,19.80.0.3 / STHWFW1662,STHWFW2360_20.30.0.2,Windstorm Peak 2 (8265),,,,,,,,NoNPI,WiFi_WIN:99.0.33.9,,,,,,,,P2-High,mchechik,"if miniport reset occurs while resuming but resume is not complete and
we are connected then bss plugin sm will move as following :
connected.d3->connected.paused->connect.idle

which means the steps in the transition connected.d3->connected.idle
will not be executed since this transition was skipped.

one of the steps in this transition is opening ports which means we can't send any packet all packets will be dropped.",Fixed
WIFI-4324,453739,2-High,[Lenovo][ThinkPad][W10RS3][BlueTest] Thunderpeak2 RX performance degradation with Netgear R7000 @ 5GHz HT80 Mid-Attenuation,flee5,02/Nov/17 1:53 PM,Lenovo - ThinkPad JP,Fixed,FW->Data Path,,,Closed,20.0.0.6 / STHWFW1661_20.0.0.6G,STHWFW2439_20.30.0.4,Thunder Peak 2 (9260),,,,,,,,FW-DP-SCRUB-RC-FOUND,FW-PYFI-CANDIDATE,NoNPI,Performance,,,,,,P2-High,mchechik,"The channel assessment on RX frame was wrong and instead of checking CCA on bandwidth 40 & 80 we checked on bandwidth 20 & 40.
This wrong assessment caused in case of RTS with bandwidth signaling not to send the RTS since the channel was considered as noisy and did not fit the RTS requirements.",Fixed
WIFI-4323,453740,1-Critical,[Lenovo][ThinkPad][W10RS2][Graf Evo]Permanent asterisk in WLAN icon and No WiFi found in Network list,flee5,02/Nov/17 12:50 PM,Lenovo - ThinkPad JP,Fixed,WinDriver->System flows,,,Closed,PBWFDRV0149_v20.0.0.9ENG_WinT_fre_log_t64,,Windstorm Peak 2 (8265),,,,,,,,,,,,,,,,,P2-High,flee5,,Fixed
WIFI-4322,453741,1-Critical,[Lenovo][ThinkPad][W10RS2][Graf 1.5][WsP]No WiFi Network found in Network list and Red X mark (permanent) in WLAN icon in the system tray after resume from sleep,flee5,02/Nov/17 12:44 PM,Lenovo - ThinkPad JP,Fixed,WinDriver->Connectivity,,,Closed,WFDRV33886_V19.71.0.4_DRV547779_FW_winT_t64 / 20.0.0.9,,Windstorm Peak 2 (8265),,,,,,,,NoNPI,,,,,,,,,P2-High,flee5,,Fixed
WIFI-4172,453847,3-Medium,[Lenovo-IdeaPad][V330/V530/E53][Kabylake Skylake][Win10 RS2] 8265 wlan icon show red mark on system tray  when resume from S3 or S4,frankfcy,23/Oct/17 5:12 PM,Lenovo - IdeaPad,Fixed,FW->Scan,,,Closed,19.80.0.100,,Windstorm Peak 2 (8265),,,,,,,,5002,,,,,,,,,P3-Medium,bzhan21,,Fixed
WIFI-4105,453893,1-Critical,[Lenovo-IdeaPad][3165][ApolloLake][V110-14IAP][Netwtw04!osal::CCmdPropSetPowerState::handleHangedCmd+95 ]Intel 3165 WLAN got BSOD (0x50) during S3 long run test,brentonw,18/Oct/17 10:56 AM,Lenovo - IdeaPad,Fixed,WinDriver->System flows,,,Closed,19.51.5.3(19.80PV-STHWFW1662),STHWFW2135_20.20.0.3,Stone Peak 1 (3165),,,,,,,,BSOD,,,,,,,,,P2-High,brentonw,"Fix bug avoid recursia complete oid after resume 
 In case of resume setPower oid WD was expired and miniport reset is disable. ",Fixed
WIFI-4023,453952,3-Medium,[Lenovo-ThinkPad_China][Leia][LLA-1][GML][Wistron] Intel9260 802.11AC fail,frankfcy,12/Oct/17 4:49 PM,Lenovo - ThinkPad China,Fixed,WinDriver->Performance,,,Closed,1,,Thunder Peak 2 (9260),,,,,,,,NoNPI,,,,,,,,,P3-Medium,sys_cnvjira,,Fixed
WIFI-3884,454057,2-High,[Lenovo-ThinkPad][LCFC-TW][Kolar-1][Win10 RS3/KBL-R/8265]BSOD 0x50 Netwtw06!DeviceControlLayer::FwStorageAccessor::mapFile during S3,flee5,27/Sep/17 9:47 AM,Lenovo - ThinkPad JP,Fixed,WinDriver->System flows,,,Closed,sthwfw1662_19.80.0.3g,CRWFW1836_99.0.32.11,Windstorm Peak 2 (8265),,,,,,,,,,,,,,,,,P2-High,mchechik,"we encounter a race in case driver wasn't unloaded (meaning, destroy wasn't called), but miniport initialize was subsequently called more than once.
in this case, worker thread that reads FW files from SSD is running in parallel to initialization thread that frees the global memory which is being filled by the worker thread.
reason of it doing so and not waiting till worker thread finishes is since it identifies the presence of FW images in global memory",Fixed
WIFI-3813,454106,2-High,[Lenovo-ThinkPad][Never Crash][Win10RS1] 0x9F_4_Netwtw06_IMAGE_pci.sys,frankfcy,22/Sep/17 11:41 AM,Lenovo - ThinkPad JP,Fixed,WinDriver->System flows,,,Closed,19.60,19.71,Windstorm Peak 2 (8265),,,,,,,,BSOD-0x9F,,,,,,,,,P2-High,frankfcy,disable miniport reset in case of surprise removal,Fixed
WIFI-3682,454189,2-High,"[Lenovo-Thinkpad][GLK][KEI][Bitland]Intel 9560 Wlan WHQLTest Item ""Wlan Test - MAC Randomization test"" Fail.",frankfcy,11/Sep/17 10:39 AM,Lenovo - ThinkPad China,Fixed,3rd Party->OS,,,Closed,crwfw1415_99.0.29.11g,,Jefferson Peak 2 Pulsar (9560),,,,,,,,NoNPI,,,,,,,,,P2-High,frankfcy,,Fixed
WIFI-3681,454190,2-High,"[Lenovo-Thinkpad][GLK][KEI][Bitland]Intel 9560 Wlan WHQLTest Item ""Connect to a WPA2 PSK AES AP"" Fail.",frankfcy,11/Sep/17 10:38 AM,Lenovo - ThinkPad China,Fixed,Product->Certification,,,Closed,crwfw1415_99.0.29.11g,,Jefferson Peak 2 Pulsar (9560),,,,,,,,NoNPI,,,,,,,,,P2-High,frankfcy,,Fixed
WIFI-3661,454203,2-High,W10 RS3: WiFi profile list missing in network flyout while connected to MSFT security authenticated network (Wep/Peap-Chap-Wep/Eap-Tls-Wep),flee5,08/Sep/17 5:16 PM,Lenovo - ThinkPad JP,Fixed,WinDriver->Connectivity,,,Closed,sthwfw1662_19.80.0.3g,20.00,Windstorm Peak 2 (8265),,,,,,,,contain_assert,NoNPI,,,,,,,,P2-High,flee5,"Fixed in core30 (579471) 

The flow is: 
*Connect with WEP 
*Go to S3 with Fast resume feature on 
**In S3 the platform shuts down the power for power save reasons 
*Go to S0 
*Perform miniport reset 
*Go to recovery flow 
**As a part of recovery flow Driver tries to restore the global keys while we are disconnected (bug) 
*The uCode send an assert - it cannot handle a key, while it doesn't have connected peer. 

We are entering to a loop of [assert - miniport reset - recovery - send key] 
Resolution: Prevent global keys restore during recovery if there is no connection",Fixed
WIFI-3623,454237,1-Critical,W10 RS2: Permanent limited connectivity in wlan icon and WiFi profile (no internet status)  in network list after resume from sleep,flee5,06/Sep/17 4:30 PM,Lenovo - ThinkPad JP,Fixed,FW->Data Path,,,Closed,sthwfw1662_19.80.0.3g,STHWFW1867_20.10.0.5,Windstorm Peak 2 (8265),,,,,,,,,,,,,,,,,P2-High,lindaych,FW had 1 RSC counter for GTK key while in D3,Fixed
WIFI-3608,454247,1-Critical,[Lenovo-ThinkPad][Graf EVO] W10:RS2: No WiFi data transmit in starting ping after some AOAC,frankfcy,05/Sep/17 10:47 AM,Lenovo - ThinkPad JP,Fixed,WinDriver->Performance,,,Closed,sthwfw1662_19.80.0.3g,,Windstorm Peak 2 (8265),,,,,,,,NoNPI,TLC_reconfigure,WiFi_WIN:20.10.0.2,WiFi_WIN:20.20.0.1,WiFi_WIN:99.0.33.5,WIFIWIN_19x,,,,P2-High,lindaych,"Reconfigure LQ after resuming from D3
When resume from D3 is complete, there is a need to reconfigure (reset) LQ. Currently LQ ""reconfigure"" flow is distributed among all the VIFs, bound to several events and doesn't have a single flow.
The correct place is probably to do it from DP MAC reconfigure, however, this change cannot be currently done in the scope of a bug fix.
After resuming from (connected) D3 there is no LQ reconfigure and it is assumed that TLC will converge based on TX responses.
Statistics collector ignores all TX responses, since belonging to older 'color' (rateTableID) preventing from TLC to upscale and open AGG.
The result is basic rates in TX, no AGGs and long pings.

The fix is to unset the lowest rates which were set during D3 entering flow without resetting station's LQ.
The reason not to reset is since no LQ command can be sent anyway so need to wait to TLC convergence based on TX responses.

CC31: 594760",Fixed
WIFI-3498,454326,1-Critical,[Lenovo-IdeaPad][ODM:LCFC-HF][Platform:720s-IKBR][RS2] Intel3165 WLAN sometimes auto disconnects when share 5GHz network band via 2.4GHz wireless.,caizhiqi,28/Aug/17 11:38 AM,Lenovo - IdeaPad,Fixed,FW->PHY,,,Closed,sthwfw1662_19.80.0.3g or sthwfw1551_19.71.2.1g,STHWFW1867_20.10.0.5,Stone Peak 1 (3165),,,,,,,,contain_assert,Eliran,NoNPI,WIFIWIN_19x,,,,,,P2-High,bzhan21,"Assert 0x19c2 was caused due to rx_enable being up while it was supposed to be down, during the PAPD calibration.  

It happened due to automatic TRM transition from tx to rx, while false indication of PTA kill was received.",Fixed
WIFI-3399,454405,2-High,[Lenovo_ThinkPad][Graf EVO]W10:RS2: BSOD: WHEA_UNCORRECTABLE_ERROR (124) while doing office operation,flee5,18/Aug/17 3:56 PM,Lenovo - ThinkPad JP,Fixed,WinDriver->System flows,,,Closed,WFDRV34690_V99.0.30.9_winT_t64,,Windstorm Peak 2 (8265),,,,,,,,BSOD-0x124,,,,,,,,,P2-High,flee5,,Fixed
WIFI-3367,454427,1-Critical,"[Lenovo_ThinkPad][Graf EVO][LCFC][HF][RS2]GrafEVO: Resume from modern standby, WLAN connection icon show yellow mark all the time, while disconnect, WLAN can't scan any AP",flee5,16/Aug/17 9:26 PM,Lenovo - ThinkPad JP,Fixed,FW->WoWlan,,,Closed,sthwfw1551_19.71.2.1ddd,,Windstorm Peak 2 (8265),,,,,,,,contain_assert,Eliran,ModernStandby,NoNPI,WIFIWIN_19x,,,,,P2-High,lindaych,,Fixed
WIFI-3354,454434,1-Critical,[Lenovo_Ideapad][LCFC-HF][320IKBISK RS2 preload stress test][3165][BSOD_0x1E][Netwtw04!dpPeerDbIsDataPortOpen]when run OSAging WB/CB Stress test .,caizhiqi,16/Aug/17 8:37 AM,Lenovo - IdeaPad,Fixed,WinDriver->Performance,,,Closed,sthwfw1218,N/A,Stone Peak 1 (3165),,,,,,,,BSOD-0x1E,,,,,,,,,P2-High,bzhan21,"TX flow: race between peer removal and packet send
In case of peer removal while TX flow on same core, a preemption can occur and resources might be destroyed while scheduling frame.
For this, assuming preemption occurs on same core, need to protect this critical section by raising IRQL. (still gap exists for multicore)

Main: 577263
CC26: 579205",Fixed
WIFI-3286,454475,2-High,"[Lenovo-Ideapad][GLK/9560/RS2][3nod][yoga330] ANT tool always show ""MCC source: DRS"", not ""BIOS"" when ""BIOS-CN"" is set correctly in BIOS(10/10times)",caizhiqi,09/Aug/17 3:45 PM,Lenovo - IdeaPad,Fixed,WinDriver->System flows,,,Closed,9560 v99.0.29.11,STHWFW1630_20.0.0.4,Jefferson Peak 2 Pulsar (9560),,,,,,,,NoNPI,ThP_JfP,WIFIWIN_99x,,,,,,,P2-High,bzhan21,same root cause as WIFIWIN-2540,Fixed
WIFI-3284,454476,3-Medium,[Lenovo_ThinkPad][Graf EVO]8265:RS2: Missing WiFi & Mobile Hotspot button in Network flyout after resume from sleep,flee5,09/Aug/17 12:02 AM,Lenovo - ThinkPad JP,Fixed,3rd Party->OS,,,Closed,19.71.1 / 99.0.39.9,,Windstorm Peak 2 (8265),,,,,,,,,,,,,,,,,P3-Medium,flee5,,Fixed
WIFI-3282,454477,1-Critical,[Lenovo_ThinkPad][Graf EVO]8265:RS2: No WiFi Network found in Network list and Red X mark (permanent) in WLAN icon in the system tray after resume from sleep,frankfcy,08/Aug/17 11:30 PM,Lenovo - ThinkPad JP,Fixed,FW->Scan,,,Closed,STHWFW1527_19.71.1.1,20.10.1.3 ,Windstorm Peak 2 (8265),,,,,,,,NoNPI,,,,,,,,,P2-High,frankfcy,"scan config reset function set the config data to zero and then set back the value of isActiveService flag and pSystemStateManager pointer. if while this function being execute interrupt that need this flag will be trigger, the value it will get is wrong. so my change is that those fields values are not change in this function",Fixed
WIFI-3248,454502,2-High,[Lenovo_ThinkPad][Graf EVO][LCFC][BSOD 0x9F][0x9f_4_netwtw06_image_pci.sys] GrafEVO:BSOD During S5 Mode(Restart) Intermittently (40%),frankfcy,06/Aug/17 9:57 PM,Lenovo - ThinkPad JP,Fixed,WinDriver->System flows,,,Closed,sthwfw1527_19.71.1.1g,STHWFW1627_19.80.0.3,Windstorm Peak 2 (8265),,,,,,,,BSOD-0x9F,,,,,,,,,P2-High,mchechik,"uggy system flows intersection:
0x2074 FW assert on the way to suspend (WIFIWIN-2114 - fixed on 19.80)
followed by miniport reset (as a result of FW assert)
followed by NIC isn't active
followed by Surprise removal while NIC isn't active 
we fixed most of System flows bugs in latest 19.70 version (WIFIWIN-2318 that was fixed for 19.70, but still open for 19.80)
i suggest to try with later version",Fixed
WIFI-3066,454626,2-High,[Lenovo-ThinkPad][Graf 1.5][KBL/8265/RS2] System show Permanent ! (limited connectivity) in wlan icon and No WiFi Network found in Network list after resume from sleep while connecting to another AP,flee5,24/Jul/17 11:34 AM,Lenovo - ThinkPad JP,Fixed,FW->WoWlan,,,Closed,STHWFW1527 DDD,STHWFW1621_19.80.0.2,Windstorm Peak 2 (8265),,,,,,,,NoNPI,,,,,,,,,P2-High,mchechik,Missing delete for BA table in wowlan DELBA,Fixed
